location_id,carrier_id,material_id,material_quantity,scenario
0000200207,C001951,KIHP2250,4,2x2_slot_inorder_place_inorder
0000200207,C001952,KIHP2250,4,2x2_slot_inorder_place_inorder
0000200207,C001953,KIHP2250,4,2x2_slot_inorder_place_inorder
0000200307,C001940,USBC914,42,2x2_slot_inorder_place_inorder
0000200307,C001941,USBC914,9,2x2_slot_inorder_place_inorder
0000200307,C001942,CUH19W,72,2x2_slot_inorder_place_inorder
0000200307,C001943,CUH19W,13,2x2_slot_inorder_place_inorder
0000200407,C001930,KH193B,3,2x2_slot_inorder_place_inorder
0000200407,C001931,KH193B,3,2x2_slot_inorder_place_inorder
0000200407,C001932,KH193B,3,2x2_slot_inorder_place_inorder
0000200407,C001933,KH193B,3,2x2_slot_inorder_place_inorder
0000200507,C001920,KH193B,3,2x2_slot_inorder_place_inorder
0000200507,C001921,KH193B,3,2x2_slot_inorder_place_inorder
0000200507,C001922,KH193B,3,2x2_slot_inorder_place_inorder
0000200507,C001923,KH193B,3,2x2_slot_inorder_place_inorder
0000200607,C001910,KH193B,3,2x2_slot_inorder_place_inorder
0000200607,C001911,KH193B,3,2x2_slot_inorder_place_inorder
0000200607,C001912,KH193B,3,2x2_slot_inorder_place_inorder
0000200607,C001913,KH193B,3,2x2_slot_inorder_place_inorder
0000200707,C001900,FP0876W,1,2x2_slot_inorder_place_inorder
0000200707,C001901,FP0876W,1,2x2_slot_inorder_place_inorder
0000200707,C001902,KH193B,3,2x2_slot_inorder_place_inorder
0000200707,C001903,KH193B,3,2x2_slot_inorder_place_inorder
0000200807,C001890,FP0876W,1,2x2_slot_inorder_place_inorder
0000200807,C001891,FP0876W,1,2x2_slot_inorder_place_inorder
0000200807,C001892,FP0876W,1,2x2_slot_inorder_place_inorder
0000200807,C001893,FP0876W,1,2x2_slot_inorder_place_inorder
0000200907,C001880,FP0876W,1,2x2_slot_inorder_place_inorder
0000200907,C001881,FP0876W,1,2x2_slot_inorder_place_inorder
0000200907,C001882,FP0876W,1,2x2_slot_inorder_place_inorder
0000200907,C001883,FP0876W,1,2x2_slot_inorder_place_inorder
0000201007,C001870,FP0876W,1,2x2_slot_inorder_place_inorder
0000201007,C001871,FP0876W,1,2x2_slot_inorder_place_inorder
0000201007,C001872,FP0876W,1,2x2_slot_inorder_place_inorder
0000201007,C001873,FP0876W,1,2x2_slot_inorder_place_inorder
0000100007,C001860,FP0876W,1,2x2_slot_inorder_place_inorder
0000100007,C001861,FP0876W,1,2x2_slot_inorder_place_inorder
0000100007,C001862,FP0876W,1,2x2_slot_inorder_place_inorder
0000100007,C001863,FP0876W,1,2x2_slot_inorder_place_inorder
0000100107,C001850,FP0876W,1,2x2_slot_inorder_place_inorder
0000100107,C001851,FP0876W,1,2x2_slot_inorder_place_inorder
0000100107,C001852,FP0876W,1,2x2_slot_inorder_place_inorder
0000100107,C001853,FP0876W,1,2x2_slot_inorder_place_inorder
0000100207,C001840,FP0876W,1,2x2_slot_inorder_place_inorder
0000100207,C001841,FP0876W,1,2x2_slot_inorder_place_inorder
0000100207,C001842,FP0876W,1,2x2_slot_inorder_place_inorder
0000100207,C001843,FP0876W,1,2x2_slot_inorder_place_inorder
0000100307,C001830,FP0876W,1,2x2_slot_inorder_place_inorder
0000100307,C001831,FP0876W,1,2x2_slot_inorder_place_inorder
0000100307,C001832,FP0876W,1,2x2_slot_inorder_place_inorder
0000100307,C001833,FP0876W,1,2x2_slot_inorder_place_inorder
0000100407,C001820,FP0876W,1,2x2_slot_inorder_place_inorder
0000100407,C001821,FP0876W,1,2x2_slot_inorder_place_inorder
0000100407,C001822,FP0876W,1,2x2_slot_inorder_place_inorder
0000100407,C001823,FP0876W,1,2x2_slot_inorder_place_inorder
0000100507,C001810,FP0876W,1,2x2_slot_inorder_place_inorder
0000100507,C001811,FP0876W,1,2x2_slot_inorder_place_inorder
0000100507,C001812,FP0876W,1,2x2_slot_inorder_place_inorder
0000100507,C001813,FP0876W,1,2x2_slot_inorder_place_inorder
0000100607,C001800,CB22,72,2x2_slot_inorder_place_inorder
0000100607,C001801,EMP65,47,2x2_slot_inorder_place_inorder
0000100607,C001802,KPB2301W,24,2x2_slot_inorder_place_inorder
0000100607,C001803,KPB2301W,13,2x2_slot_inorder_place_inorder
0000100707,C001790,GKM913G,8,2x2_slot_inorder_place_inorder
0000100707,C001791,GKM913G,8,2x2_slot_inorder_place_inorder
0000100707,C001792,GKM913G,8,2x2_slot_inorder_place_inorder
0000100707,C001793,GKM913G,5,2x2_slot_inorder_place_inorder
0000100807,C001780,CK001,8,2x2_slot_inorder_place_inorder
0000100807,C001781,CK001,8,2x2_slot_inorder_place_inorder
0000100807,C001782,GKM913G,8,2x2_slot_inorder_place_inorder
0000100807,C001783,GKM913G,8,2x2_slot_inorder_place_inorder
0000100907,C001770,CK001,8,2x2_slot_inorder_place_inorder
0000100907,C001771,CK001,8,2x2_slot_inorder_place_inorder
0000100907,C001772,CK001,8,2x2_slot_inorder_place_inorder
0000100907,C001773,CK001,8,2x2_slot_inorder_place_inorder
0000101007,C001760,USBTYC02,44,2x2_slot_inorder_place_inorder
0000101007,C001761,USBTYC02,12,2x2_slot_inorder_place_inorder
0000101007,C001762,CK001,8,2x2_slot_inorder_place_inorder
0000101007,C001763,CK001,8,2x2_slot_inorder_place_inorder
0000500001,C001750,CH092,7,2x2_slot_inorder_place_inorder
0000500001,C001751,USBC901,24,2x2_slot_inorder_place_inorder
0000500001,C001752,USBC901,24,2x2_slot_inorder_place_inorder
0000500001,C001753,USBC901,3,2x2_slot_inorder_place_inorder
0000500101,C001740,USBB08,32,2x2_slot_inorder_place_inorder
0000500101,C001741,USBB08,13,2x2_slot_inorder_place_inorder
0000500101,C001742,CH092,10,2x2_slot_inorder_place_inorder
0000500101,C001743,CH092,10,2x2_slot_inorder_place_inorder
0000500201,C001730,MP231,13,2x2_slot_inorder_place_inorder
0000500201,C001731,MP231,4,2x2_slot_inorder_place_inorder
0000500201,C001732,KPB2300W,24,2x2_slot_inorder_place_inorder
0000500201,C001733,KPB2300W,16,2x2_slot_inorder_place_inorder
0000500301,C001720,MP231,13,2x2_slot_inorder_place_inorder
0000500301,C001721,MP231,13,2x2_slot_inorder_place_inorder
0000500301,C001722,MP231,13,2x2_slot_inorder_place_inorder
0000500301,C001723,MP231,13,2x2_slot_inorder_place_inorder
0000500401,C001710,KCR6250,16,2x2_slot_inorder_place_inorder
0000500401,C001711,KCR6250,16,2x2_slot_inorder_place_inorder
0000500401,C001712,KCR6250,16,2x2_slot_inorder_place_inorder
0000500401,C001713,KCR6250,7,2x2_slot_inorder_place_inorder
0000500501,C001700,PDCB120G,42,2x2_slot_inorder_place_inorder
0000500501,C001701,PDCB120G,26,2x2_slot_inorder_place_inorder
0000500501,C001702,KCR6250,16,2x2_slot_inorder_place_inorder
0000500501,C001703,KCR6250,16,2x2_slot_inorder_place_inorder
0000500601,C001690,USBA913,44,2x2_slot_inorder_place_inorder
0000500601,C001691,USBA913,11,2x2_slot_inorder_place_inorder
0000500601,C001692,KM601,28,2x2_slot_inorder_place_inorder
0000500601,C001693,KM601,23,2x2_slot_inorder_place_inorder
0000500701,C001680,NSD2136,15,2x2_slot_inorder_place_inorder
0000500701,C001681,NSD2136,2,2x2_slot_inorder_place_inorder
0000500701,C001682,USBC913,44,2x2_slot_inorder_place_inorder
0000500701,C001683,USBC913,11,2x2_slot_inorder_place_inorder
0000500801,C001670,KPE587,18,2x2_slot_inorder_place_inorder
0000500801,C001671,KPE587,10,2x2_slot_inorder_place_inorder
0000500801,C001672,NSD2136,15,2x2_slot_inorder_place_inorder
0000500801,C001673,NSD2136,15,2x2_slot_inorder_place_inorder
0000500901,C001660,KPE587,18,2x2_slot_inorder_place_inorder
0000500901,C001661,KPE587,18,2x2_slot_inorder_place_inorder
0000500901,C001662,KPE587,18,2x2_slot_inorder_place_inorder
0000500901,C001663,KPE587,18,2x2_slot_inorder_place_inorder
0000501001,C001650,REP15,1,2x2_slot_inorder_place_inorder
0000501001,C001651,REP15,1,2x2_slot_inorder_place_inorder
0000501001,C001652,REP15,1,2x2_slot_inorder_place_inorder
0000501001,C001653,REP15,1,2x2_slot_inorder_place_inorder
0000400001,C001640,REP15,1,2x2_slot_inorder_place_inorder
0000400001,C001641,REP15,1,2x2_slot_inorder_place_inorder
0000400001,C001642,REP15,1,2x2_slot_inorder_place_inorder
0000400001,C001643,REP15,1,2x2_slot_inorder_place_inorder
0000400101,C001630,REP15,1,2x2_slot_inorder_place_inorder
0000400101,C001631,REP15,1,2x2_slot_inorder_place_inorder
0000400101,C001632,REP15,1,2x2_slot_inorder_place_inorder
0000400101,C001633,REP15,1,2x2_slot_inorder_place_inorder
0000400201,C001620,REP15,1,2x2_slot_inorder_place_inorder
0000400201,C001621,REP15,1,2x2_slot_inorder_place_inorder
0000400201,C001622,REP15,1,2x2_slot_inorder_place_inorder
0000400201,C001623,REP15,1,2x2_slot_inorder_place_inorder
0000400301,C001610,REP15,1,2x2_slot_inorder_place_inorder
0000400301,C001611,REP15,1,2x2_slot_inorder_place_inorder
0000400301,C001612,REP15,1,2x2_slot_inorder_place_inorder
0000400301,C001613,REP15,1,2x2_slot_inorder_place_inorder
0000400401,C001600,REP15,1,2x2_slot_inorder_place_inorder
0000400401,C001601,REP15,1,2x2_slot_inorder_place_inorder
0000400401,C001602,REP15,1,2x2_slot_inorder_place_inorder
0000400401,C001603,REP15,1,2x2_slot_inorder_place_inorder
0000400501,C001590,REP15,1,2x2_slot_inorder_place_inorder
0000400501,C001591,REP15,1,2x2_slot_inorder_place_inorder
0000400501,C001592,REP15,1,2x2_slot_inorder_place_inorder
0000400501,C001593,REP15,1,2x2_slot_inorder_place_inorder
0000400601,C001580,REP15,1,2x2_slot_inorder_place_inorder
0000400601,C001581,REP15,1,2x2_slot_inorder_place_inorder
0000400601,C001582,REP15,1,2x2_slot_inorder_place_inorder
0000400601,C001583,REP15,1,2x2_slot_inorder_place_inorder
0000400701,C001570,KH196,3,2x2_slot_inorder_place_inorder
0000400701,C001571,KH196,3,2x2_slot_inorder_place_inorder
0000400701,C001572,KH196,2,2x2_slot_inorder_place_inorder
0000400701,C001573,REP15,1,2x2_slot_inorder_place_inorder
0000400801,C001560,KH196,3,2x2_slot_inorder_place_inorder
0000400801,C001561,KH196,3,2x2_slot_inorder_place_inorder
0000400801,C001562,KH196,3,2x2_slot_inorder_place_inorder
0000400801,C001563,KH196,3,2x2_slot_inorder_place_inorder
0000400901,C001550,KH196,3,2x2_slot_inorder_place_inorder
0000400901,C001551,KH196,3,2x2_slot_inorder_place_inorder
0000400901,C001552,KH196,3,2x2_slot_inorder_place_inorder
0000400901,C001553,KH196,3,2x2_slot_inorder_place_inorder
0000401001,C001540,KH196,3,2x2_slot_inorder_place_inorder
0000401001,C001541,KH196,3,2x2_slot_inorder_place_inorder
0000401001,C001542,KH196,3,2x2_slot_inorder_place_inorder
0000401001,C001543,KH196,3,2x2_slot_inorder_place_inorder
0000300001,C001530,KH196,3,2x2_slot_inorder_place_inorder
0000300001,C001531,KH196,3,2x2_slot_inorder_place_inorder
0000300001,C001532,KH196,3,2x2_slot_inorder_place_inorder
0000300001,C001533,KH196,3,2x2_slot_inorder_place_inorder
0000300101,C001520,IAMS3701,5,2x2_slot_inorder_place_inorder
0000300101,C001521,KH196,3,2x2_slot_inorder_place_inorder
0000300101,C001522,KH196,3,2x2_slot_inorder_place_inorder
0000300101,C001523,KH196,3,2x2_slot_inorder_place_inorder
0000300201,C001510,IAMS3701,6,2x2_slot_inorder_place_inorder
0000300201,C001511,IAMS3701,6,2x2_slot_inorder_place_inorder
0000300201,C001512,IAMS3701,6,2x2_slot_inorder_place_inorder
0000300201,C001513,IAMS3701,6,2x2_slot_inorder_place_inorder
0000300301,C001500,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300301,C001501,MPP2345B,1,2x2_slot_inorder_place_inorder
0000300301,C001502,EMP45BU,54,2x2_slot_inorder_place_inorder
0000300301,C001503,EMP45BU,4,2x2_slot_inorder_place_inorder
0000300401,C001490,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300401,C001491,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300401,C001492,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300401,C001493,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300501,C001480,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300501,C001481,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300501,C001482,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300501,C001483,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300601,C001470,CH097,8,2x2_slot_inorder_place_inorder
0000300601,C001471,CH097,8,2x2_slot_inorder_place_inorder
0000300601,C001472,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300601,C001473,MPP2345B,8,2x2_slot_inorder_place_inorder
0000300701,C001460,KPB2303BU,21,2x2_slot_inorder_place_inorder
0000300701,C001461,KPB2303BU,1,2x2_slot_inorder_place_inorder
0000300701,C001462,CH097,8,2x2_slot_inorder_place_inorder
0000300701,C001463,CH097,8,2x2_slot_inorder_place_inorder
0000300801,C001450,CG2136,9,2x2_slot_inorder_place_inorder
0000300801,C001451,USBD03,44,2x2_slot_inorder_place_inorder
0000300801,C001452,USBD03,17,2x2_slot_inorder_place_inorder
0000300801,C001453,KPB2303BU,21,2x2_slot_inorder_place_inorder
0000300901,C001440,CG2136,10,2x2_slot_inorder_place_inorder
0000300901,C001441,CG2136,10,2x2_slot_inorder_place_inorder
0000300901,C001442,CG2136,10,2x2_slot_inorder_place_inorder
0000300901,C001443,CG2136,10,2x2_slot_inorder_place_inorder
0000301001,C001430,KM503B,8,2x2_slot_inorder_place_inorder
0000301001,C001431,KM503B,8,2x2_slot_inorder_place_inorder
0000301001,C001432,KM503B,8,2x2_slot_inorder_place_inorder
0000301001,C001433,KM503B,5,2x2_slot_inorder_place_inorder
0000200006,C001420,EMP50B,23,2x2_slot_inorder_place_inorder
0000200006,C001421,KM503B,8,2x2_slot_inorder_place_inorder
0000200006,C001422,KM503B,8,2x2_slot_inorder_place_inorder
0000200006,C001423,KM503B,8,2x2_slot_inorder_place_inorder
0000200106,C001410,CG2036,3,2x2_slot_inorder_place_inorder
0000200106,C001411,EMP73,54,2x2_slot_inorder_place_inorder
0000200106,C001412,EMP73,2,2x2_slot_inorder_place_inorder
0000200106,C001413,EMP50B,54,2x2_slot_inorder_place_inorder
0000200206,C001400,CG2036,12,2x2_slot_inorder_place_inorder
0000200206,C001401,CG2036,12,2x2_slot_inorder_place_inorder
0000200206,C001402,CG2036,12,2x2_slot_inorder_place_inorder
0000200206,C001403,CG2036,12,2x2_slot_inorder_place_inorder
0000200306,C001390,KIM32BU,8,2x2_slot_inorder_place_inorder
0000200306,C001391,KIM32BR,16,2x2_slot_inorder_place_inorder
0000200306,C001392,KIM32BR,16,2x2_slot_inorder_place_inorder
0000200306,C001393,KIM32BR,16,2x2_slot_inorder_place_inorder
0000200406,C001380,CG1339,5,2x2_slot_inorder_place_inorder
0000200406,C001381,KIM32BU,16,2x2_slot_inorder_place_inorder
0000200406,C001382,KIM32BU,16,2x2_slot_inorder_place_inorder
0000200406,C001383,KIM32BU,16,2x2_slot_inorder_place_inorder
0000200506,C001370,CG1339,6,2x2_slot_inorder_place_inorder
0000200506,C001371,CG1339,6,2x2_slot_inorder_place_inorder
0000200506,C001372,CG1339,6,2x2_slot_inorder_place_inorder
0000200506,C001373,CG1339,6,2x2_slot_inorder_place_inorder
0000200606,C001360,CUH220W,7,2x2_slot_inorder_place_inorder
0000200606,C001361,CG1339,6,2x2_slot_inorder_place_inorder
0000200606,C001362,CG1339,6,2x2_slot_inorder_place_inorder
0000200606,C001363,CG1339,6,2x2_slot_inorder_place_inorder
0000200706,C001350,J046,54,2x2_slot_inorder_place_inorder
0000200706,C001351,J046,54,2x2_slot_inorder_place_inorder
0000200706,C001352,J046,4,2x2_slot_inorder_place_inorder
0000200706,C001353,CUH220W,48,2x2_slot_inorder_place_inorder
0000200806,C001340,GKM538BU,12,2x2_slot_inorder_place_inorder
0000200806,C001341,GKM538BU,12,2x2_slot_inorder_place_inorder
0000200806,C001342,GKM538BU,1,2x2_slot_inorder_place_inorder
0000200806,C001343,J046,54,2x2_slot_inorder_place_inorder
0000200906,C001330,KPE588,11,2x2_slot_inorder_place_inorder
0000200906,C001331,GKM538BU,12,2x2_slot_inorder_place_inorder
0000200906,C001332,GKM538BU,12,2x2_slot_inorder_place_inorder
0000200906,C001333,GKM538BU,12,2x2_slot_inorder_place_inorder
0000201006,C001320,USBD02,20,2x2_slot_inorder_place_inorder
0000201006,C001321,KPE588,18,2x2_slot_inorder_place_inorder
0000201006,C001322,KPE588,18,2x2_slot_inorder_place_inorder
0000201006,C001323,KPE588,18,2x2_slot_inorder_place_inorder
0000100006,C001310,GKM911B,6,2x2_slot_inorder_place_inorder
0000100006,C001311,GKM911B,6,2x2_slot_inorder_place_inorder
0000100006,C001312,GKM911B,3,2x2_slot_inorder_place_inorder
0000100006,C001313,USBD02,44,2x2_slot_inorder_place_inorder
0000100106,C001300,GKM911B,6,2x2_slot_inorder_place_inorder
0000100106,C001301,GKM911B,6,2x2_slot_inorder_place_inorder
0000100106,C001302,GKM911B,6,2x2_slot_inorder_place_inorder
0000100106,C001303,GKM911B,6,2x2_slot_inorder_place_inorder
0000100206,C001290,USBNAC03,32,2x2_slot_inorder_place_inorder
0000100206,C001291,USBNAC03,26,2x2_slot_inorder_place_inorder
0000100206,C001292,GKM911B,6,2x2_slot_inorder_place_inorder
0000100206,C001293,GKM911B,6,2x2_slot_inorder_place_inorder
0000100306,C001280,KY2024,8,2x2_slot_inorder_place_inorder
0000100306,C001281,KY2024,8,2x2_slot_inorder_place_inorder
0000100306,C001282,KY2024,8,2x2_slot_inorder_place_inorder
0000100306,C001283,KY2024,3,2x2_slot_inorder_place_inorder
0000100406,C001270,KY2024,8,2x2_slot_inorder_place_inorder
0000100406,C001271,KY2024,8,2x2_slot_inorder_place_inorder
0000100406,C001272,KY2024,8,2x2_slot_inorder_place_inorder
0000100406,C001273,KY2024,8,2x2_slot_inorder_place_inorder
0000100506,C001260,CG2034,12,2x2_slot_inorder_place_inorder
0000100506,C001261,CG2034,11,2x2_slot_inorder_place_inorder
0000100506,C001262,KY2024,8,2x2_slot_inorder_place_inorder
0000100506,C001263,KY2024,8,2x2_slot_inorder_place_inorder
0000100606,C001250,CU50,15,2x2_slot_inorder_place_inorder
0000100606,C001251,CG2034,12,2x2_slot_inorder_place_inorder
0000100606,C001252,CG2034,12,2x2_slot_inorder_place_inorder
0000100606,C001253,CG2034,12,2x2_slot_inorder_place_inorder
0000100706,C001240,USBC08,44,2x2_slot_inorder_place_inorder
0000100706,C001241,USBC08,26,2x2_slot_inorder_place_inorder
0000100706,C001242,CU50,24,2x2_slot_inorder_place_inorder
0000100706,C001243,CU50,24,2x2_slot_inorder_place_inorder
0000100806,C001230,TC11,22,2x2_slot_inorder_place_inorder
0000100806,C001231,TC11,22,2x2_slot_inorder_place_inorder
0000100806,C001232,TC11,22,2x2_slot_inorder_place_inorder
0000100806,C001233,TC11,8,2x2_slot_inorder_place_inorder
0000100906,C001220,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000100906,C001221,TRFP051GB,3,2x2_slot_inorder_place_inorder
0000100906,C001222,TC11,22,2x2_slot_inorder_place_inorder
0000100906,C001223,TC11,22,2x2_slot_inorder_place_inorder
0000101006,C001210,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000101006,C001211,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000101006,C001212,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000101006,C001213,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200005,C001200,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200005,C001201,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200005,C001202,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200005,C001203,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200105,C001190,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200105,C001191,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200105,C001192,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200105,C001193,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200205,C001180,J023,45,2x2_slot_inorder_place_inorder
0000200205,C001181,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200205,C001182,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200205,C001183,TRFP051GB,4,2x2_slot_inorder_place_inorder
0000200305,C001170,USBC1,44,2x2_slot_inorder_place_inorder
0000200305,C001171,USBC1,33,2x2_slot_inorder_place_inorder
0000200305,C001172,J023,54,2x2_slot_inorder_place_inorder
0000200305,C001173,J023,54,2x2_slot_inorder_place_inorder
0000200405,C001160,TC10,22,2x2_slot_inorder_place_inorder
0000200405,C001161,TC10,22,2x2_slot_inorder_place_inorder
0000200405,C001162,TC10,22,2x2_slot_inorder_place_inorder
0000200405,C001163,TC10,10,2x2_slot_inorder_place_inorder
0000200505,C001150,IAM2706,1,2x2_slot_inorder_place_inorder
0000200505,C001151,IAM2706,1,2x2_slot_inorder_place_inorder
0000200505,C001152,IAM2706,1,2x2_slot_inorder_place_inorder
0000200505,C001153,TC10,22,2x2_slot_inorder_place_inorder
0000200605,C001140,IAM2706,1,2x2_slot_inorder_place_inorder
0000200605,C001141,IAM2706,1,2x2_slot_inorder_place_inorder
0000200605,C001142,IAM2706,1,2x2_slot_inorder_place_inorder
0000200605,C001143,IAM2706,1,2x2_slot_inorder_place_inorder
0000200705,C001130,IAM2706,1,2x2_slot_inorder_place_inorder
0000200705,C001131,IAM2706,1,2x2_slot_inorder_place_inorder
0000200705,C001132,IAM2706,1,2x2_slot_inorder_place_inorder
0000200705,C001133,IAM2706,1,2x2_slot_inorder_place_inorder
0000200805,C001120,IAM2706,1,2x2_slot_inorder_place_inorder
0000200805,C001121,IAM2706,1,2x2_slot_inorder_place_inorder
0000200805,C001122,IAM2706,1,2x2_slot_inorder_place_inorder
0000200805,C001123,IAM2706,1,2x2_slot_inorder_place_inorder
0000200905,C001110,IAM2706,1,2x2_slot_inorder_place_inorder
0000200905,C001111,IAM2706,1,2x2_slot_inorder_place_inorder
0000200905,C001112,IAM2706,1,2x2_slot_inorder_place_inorder
0000200905,C001113,IAM2706,1,2x2_slot_inorder_place_inorder
0000201005,C001100,IAM2706,1,2x2_slot_inorder_place_inorder
0000201005,C001101,IAM2706,1,2x2_slot_inorder_place_inorder
0000201005,C001102,IAM2706,1,2x2_slot_inorder_place_inorder
0000201005,C001103,IAM2706,1,2x2_slot_inorder_place_inorder
0000100005,C001090,IAM2706,1,2x2_slot_inorder_place_inorder
0000100005,C001091,IAM2706,1,2x2_slot_inorder_place_inorder
0000100005,C001092,IAM2706,1,2x2_slot_inorder_place_inorder
0000100005,C001093,IAM2706,1,2x2_slot_inorder_place_inorder
0000100105,C001080,IAM2706,1,2x2_slot_inorder_place_inorder
0000100105,C001081,IAM2706,1,2x2_slot_inorder_place_inorder
0000100105,C001082,IAM2706,1,2x2_slot_inorder_place_inorder
0000100105,C001083,IAM2706,1,2x2_slot_inorder_place_inorder
0000100205,C001070,IAM2706,1,2x2_slot_inorder_place_inorder
0000100205,C001071,IAM2706,1,2x2_slot_inorder_place_inorder
0000100205,C001072,IAM2706,1,2x2_slot_inorder_place_inorder
0000100205,C001073,IAM2706,1,2x2_slot_inorder_place_inorder
0000100305,C001060,IAM2706,1,2x2_slot_inorder_place_inorder
0000100305,C001061,IAM2706,1,2x2_slot_inorder_place_inorder
0000100305,C001062,IAM2706,1,2x2_slot_inorder_place_inorder
0000100305,C001063,IAM2706,1,2x2_slot_inorder_place_inorder
0000100405,C001050,IAM2706,1,2x2_slot_inorder_place_inorder
0000100405,C001051,IAM2706,1,2x2_slot_inorder_place_inorder
0000100405,C001052,IAM2706,1,2x2_slot_inorder_place_inorder
0000100405,C001053,IAM2706,1,2x2_slot_inorder_place_inorder
0000100505,C001040,TC14,30,2x2_slot_inorder_place_inorder
0000100505,C001041,TC14,30,2x2_slot_inorder_place_inorder
0000100505,C001042,TC14,30,2x2_slot_inorder_place_inorder
0000100505,C001043,TC14,4,2x2_slot_inorder_place_inorder
0000100605,C001030,KH193Y,2,2x2_slot_inorder_place_inorder
0000100605,C001031,USBTYC03,32,2x2_slot_inorder_place_inorder
0000100605,C001032,USBTYC03,32,2x2_slot_inorder_place_inorder
0000100605,C001033,TC14,30,2x2_slot_inorder_place_inorder
0000100705,C001020,KH193Y,3,2x2_slot_inorder_place_inorder
0000100705,C001021,KH193Y,3,2x2_slot_inorder_place_inorder
0000100705,C001022,KH193Y,3,2x2_slot_inorder_place_inorder
0000100705,C001023,KH193Y,3,2x2_slot_inorder_place_inorder
0000100805,C001010,KH193Y,3,2x2_slot_inorder_place_inorder
0000100805,C001011,KH193Y,3,2x2_slot_inorder_place_inorder
0000100805,C001012,KH193Y,3,2x2_slot_inorder_place_inorder
0000100805,C001013,KH193Y,3,2x2_slot_inorder_place_inorder
0000100905,C001000,KH193Y,3,2x2_slot_inorder_place_inorder
0000100905,C001001,KH193Y,3,2x2_slot_inorder_place_inorder
0000100905,C001002,KH193Y,3,2x2_slot_inorder_place_inorder
0000100905,C001003,KH193Y,3,2x2_slot_inorder_place_inorder
0000101005,C000990,KH193Y,3,2x2_slot_inorder_place_inorder
0000101005,C000991,KH193Y,3,2x2_slot_inorder_place_inorder
0000101005,C000992,KH193Y,3,2x2_slot_inorder_place_inorder
0000101005,C000993,KH193Y,3,2x2_slot_inorder_place_inorder
0000200004,C000980,KH193Y,3,2x2_slot_inorder_place_inorder
0000200004,C000981,KH193Y,3,2x2_slot_inorder_place_inorder
0000200004,C000982,KH193Y,3,2x2_slot_inorder_place_inorder
0000200004,C000983,KH193Y,3,2x2_slot_inorder_place_inorder
0000200104,C000970,USBA08,33,2x2_slot_inorder_place_inorder
0000200104,C000971,CUH5305,36,2x2_slot_inorder_place_inorder
0000200104,C000972,CUH5305,36,2x2_slot_inorder_place_inorder
0000200104,C000973,CUH5305,3,2x2_slot_inorder_place_inorder
0000200204,C000960,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200204,C000961,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200204,C000962,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200204,C000963,USBA08,44,2x2_slot_inorder_place_inorder
0000200304,C000950,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200304,C000951,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200304,C000952,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200304,C000953,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200404,C000940,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200404,C000941,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200404,C000942,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200404,C000943,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200504,C000930,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200504,C000931,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200504,C000932,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200504,C000933,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200604,C000920,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200604,C000921,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200604,C000922,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200604,C000923,KIHP1160,1,2x2_slot_inorder_place_inorder
0000200704,C000910,KIHP1160,1,2x2_slot_inorder_place_inorder
