order_line_id,order_no,material_id,quantity,dest_position,dest_storage_id,update_user,update_time,scenario
17681,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
17680,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
17679,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17678,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
17937,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17936,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13679,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13678,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13677,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13676,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
17656,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
17655,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
17654,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17653,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15035,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
15034,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15033,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15177,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13534,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
13533,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13532,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13531,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
11038,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11039,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
11040,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
15176,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15175,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15692,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15693,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15694,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
9907,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
9908,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
9909,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
15695,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
9960,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
9961,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
9962,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
15741,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15742,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15743,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
15744,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
11550,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
11549,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
11548,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
5674,112,NSD2139,1,,,,2026-01-26 08:17:48.119523,mid_peak
5673,112,REP10,2,,,,2026-01-26 08:17:48.119523,mid_peak
5672,112,USBC1,6,,,,2026-01-26 08:17:48.119523,mid_peak
5671,112,KIHP2250,1,,,,2026-01-26 08:17:48.119523,mid_peak
7329,112,KIHP2250,1,,,,2026-01-26 08:17:48.119523,mid_peak
7330,112,USBC1,6,,,,2026-01-26 08:17:48.119523,mid_peak
7331,112,REP10,2,,,,2026-01-26 08:17:48.119523,mid_peak
7332,112,NSD2139,1,,,,2026-01-26 08:17:48.119523,mid_peak
12533,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
12532,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
12531,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
8227,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
8226,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
8225,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
3103,112,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
3102,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
3101,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
3100,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3099,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
12174,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
12173,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
12172,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
537,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
536,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
535,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_uni
534,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_uni
1921,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
1922,112,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,small_peak
1923,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
8959,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
8958,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
8957,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
16762,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
4552,112,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
5132,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
5133,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
5134,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
5135,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
5136,112,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
7660,112,KIHP2250,1,,,,2026-01-26 08:17:48.119523,mid_peak
7661,112,USBC1,6,,,,2026-01-26 08:17:48.119523,mid_peak
7662,112,REP10,2,,,,2026-01-26 08:17:48.119523,mid_peak
10690,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
10691,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
10692,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
7663,112,NSD2139,1,,,,2026-01-26 08:17:48.119523,mid_peak
11794,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
2057,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_peak
2058,112,TRFP051GB,2,,,,2026-01-26 08:17:48.119523,small_peak
2059,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_peak
11793,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
11792,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
4548,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
4549,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
10791,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
16432,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
16433,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
16434,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
10792,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
10793,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
16435,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
4550,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
16765,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
16764,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
16763,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17939,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
17938,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
8828,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
14174,112,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14173,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
14172,112,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14171,112,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
8829,112,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
8830,112,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_uni
11397,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
11215,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
10184,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
17272,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
2551,113,USBD03,1,,,,2026-01-26 08:17:48.119523,small_peak
2552,113,TC14,1,,,,2026-01-26 08:17:48.119523,small_peak
2553,113,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
2554,113,KY2024,1,,,,2026-01-26 08:17:48.119523,small_peak
14164,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
1927,113,KY2024,1,,,,2026-01-26 08:17:48.119523,small_peak
1926,113,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
1925,113,TC14,1,,,,2026-01-26 08:17:48.119523,small_peak
13561,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
1924,113,USBD03,1,,,,2026-01-26 08:17:48.119523,small_peak
14165,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14166,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
539,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,small_uni
538,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,small_uni
6619,113,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
10185,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
11394,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
2180,113,USBD03,1,,,,2026-01-26 08:17:48.119523,small_peak
3613,113,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
10186,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
4868,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
13562,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13563,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
8234,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
17003,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
17004,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
3107,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,mid_uni
12059,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
12058,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
12057,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
12056,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
17005,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
10187,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
3144,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3145,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,mid_uni
14218,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
14219,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
8233,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
8232,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
5683,113,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_peak
5684,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
3809,113,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
3810,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
15785,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
15786,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
3811,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3812,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,mid_uni
13935,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
3105,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3104,113,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
5685,113,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
15691,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
14220,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
6618,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
15690,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15689,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
3616,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,mid_uni
14959,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14958,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
6617,113,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_peak
4869,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,mid_uni
10965,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
10966,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
10967,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
10968,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
13936,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13937,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
4867,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
15525,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
7708,113,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
7707,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
7706,113,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_peak
7576,113,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_peak
7577,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
15526,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14960,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
4866,113,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
14110,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
14111,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14112,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
14530,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
14529,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
15527,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
8235,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
3106,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
15787,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
2183,113,KY2024,1,,,,2026-01-26 08:17:48.119523,small_peak
7578,113,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
2010,113,KY2024,1,,,,2026-01-26 08:17:48.119523,small_peak
2009,113,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
7606,113,TRFP051DB,2,,,,2026-01-26 08:17:48.119523,mid_peak
12246,113,TRFP051MT,2,,,,2026-01-26 08:17:48.119523,large_uni
12245,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
12244,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
12243,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
2182,113,WD117,1,,,,2026-01-26 08:17:48.119523,small_peak
2008,113,TC14,1,,,,2026-01-26 08:17:48.119523,small_peak
2007,113,USBD03,1,,,,2026-01-26 08:17:48.119523,small_peak
3615,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3614,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
11212,113,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
14528,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
7607,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_peak
7608,113,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_peak
13615,113,TRFP051Y,2,,,,2026-01-26 08:17:48.119523,large_peak
13614,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13613,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
17270,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
2181,113,TC14,1,,,,2026-01-26 08:17:48.119523,small_peak
3142,113,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
3143,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
11395,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
17271,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
11213,113,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
11214,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11396,113,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11377,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
8239,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
8240,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
4432,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
4433,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
4434,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
4435,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
14903,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
5690,114,IAM2706,4,,,,2026-01-26 08:17:48.119523,mid_peak
2313,114,TRFP051GB,4,,,,2026-01-26 08:17:48.119523,small_peak
5985,114,IAM2706,4,,,,2026-01-26 08:17:48.119523,mid_peak
17511,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
17512,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17513,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
17514,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
561,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
560,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
559,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_uni
558,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_uni
543,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
542,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
541,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_uni
540,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_uni
5984,114,DSS7691,1,,,,2026-01-26 08:17:48.119523,mid_peak
14904,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
11376,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
12114,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
12113,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
12112,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
12111,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
12110,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
13564,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13565,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13566,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13567,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
1928,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,small_peak
1929,114,TRFP051GB,4,,,,2026-01-26 08:17:48.119523,small_peak
13581,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13582,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13583,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13584,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
8241,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
8242,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
6350,114,DSS7691,1,,,,2026-01-26 08:17:48.119523,mid_peak
13600,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13601,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13602,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13603,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14326,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14325,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
1169,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,small_uni
1168,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,small_uni
1167,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,small_uni
1166,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,small_uni
16269,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
16270,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
16271,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
16272,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
14324,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
14323,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
3902,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
3903,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3904,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3905,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
3906,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
8238,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
17118,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
17117,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
17116,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
17115,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13807,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
13808,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
13809,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_peak
13810,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_peak
11375,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
9025,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
11636,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
11635,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
11634,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
11633,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
11632,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
9026,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
9027,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
9028,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
9029,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
3118,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,mid_uni
3117,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,mid_uni
3116,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,mid_uni
3115,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,mid_uni
5689,114,DSS7691,1,,,,2026-01-26 08:17:48.119523,mid_peak
3114,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
7265,114,DSS7691,1,,,,2026-01-26 08:17:48.119523,mid_peak
7266,114,IAM2706,4,,,,2026-01-26 08:17:48.119523,mid_peak
8434,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
8433,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
8432,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
14902,114,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_peak
4431,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,mid_uni
8431,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_uni
14901,114,TRFP051DB,1,,,,2026-01-26 08:17:48.119523,large_peak
6351,114,IAM2706,4,,,,2026-01-26 08:17:48.119523,mid_peak
11379,114,TRFP051Y,1,,,,2026-01-26 08:17:48.119523,large_uni
8430,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,large_uni
2312,114,MPP3456,1,,,,2026-01-26 08:17:48.119523,small_peak
11378,114,TRFP051MT,1,,,,2026-01-26 08:17:48.119523,large_uni
14085,115,KPB2301W,1,,,,2026-01-26 08:17:48.119523,large_peak
8481,115,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
15241,115,KPB2301W,1,,,,2026-01-26 08:17:48.119523,large_peak
14189,115,KPB2301W,1,,,,2026-01-26 08:17:48.119523,large_peak
10351,115,TRFP051GB,1,,,,2026-01-26 08:17:48.119523,large_uni
3119,115,MP231,30,,,,2026-01-26 08:17:48.119523,mid_uni
3594,115,IAM2706,1,,,,2026-01-26 08:17:48.119523,mid_uni
3593,115,MP231,30,,,,2026-01-26 08:17:48.119523,mid_uni
14087,115,REP15,1,,,,2026-01-26 08:17:48.119523,large_peak
17629,115,REP10,3,,,,2026-01-26 08:17:48.119523,large_peak
17630,115,REP15,1,,,,2026-01-26 08:17:48.119523,large_peak
17631,115,KIHP1157,3,,,,2026-01-26 08:17:48.119523,large_peak
16841,115,KPB2301W,1,,,,2026-01-26 08:17:48.119523,large_peak
562,115,KPB2301W,1,,,,2026-01-26 08:17:48.119523,small_uni
563,115,USBTYC02,1,,,,2026-01-26 08:17:48.119523,small_uni
15243,115,REP15,1,,,,2026-01-26 08:17:48.119523,large_peak
15244,115,KIHP1157,3,,,,2026-01-26 08:17:48.119523,large_peak
